Generation,Value,StdDev
0,-0.13457614848458804,0.1624422750080852
1,-0.1780774296078729,0.1882570292233578
2,-0.20250739081471042,0.2064921262442719
3,-0.2377965567035643,0.22170755246155113
4,-0.2701106100498515,0.23388055139592595
5,-0.3067809363061664,0.22983998850650533
6,-0.35633796589892625,0.25179538807461765
7,-0.37562878853679266,0.25468067706433756
8,-0.3996118297187393,0.2524667538206691
9,-0.43976724094221337,0.26871852021239423
10,-0.47736139185611876,0.26002370324214286
11,-0.5086397834580486,0.2708618206445772
12,-0.5561458201721337,0.27100485639486827
13,-0.584892208784099,0.27706792766048405
14,-0.6177863494252201,0.2724365025132258
15,-0.646983815949142,0.269148034626888
16,-0.6623325722045693,0.2667696364219751
17,-0.6897032223430343,0.26236179177184327
18,-0.7028029047225715,0.25438273125313043
19,-0.7276574790210983,0.24258156962895708
20,-0.7412731137605403,0.23454261596364198
21,-0.7665902125328665,0.2259306461472164
22,-0.7835512936863762,0.21700416602780898
23,-0.7965002228580595,0.2121252335664069
24,-0.8152829472909605,0.2033559766000744
25,-0.823482372749599,0.20176714224309295
26,-0.8390743376545382,0.19210976047884065
27,-0.8473784838832611,0.18255738219597134
28,-0.8525222748167315,0.18118746735477256
29,-0.8659373506782763,0.1777064986212751
30,-0.8741497913394273,0.1692133880283225
31,-0.8776425462880016,0.16487500218332213
32,-0.8880343033965723,0.1501596801457065
33,-0.895696133628998,0.14606411958170235
34,-0.9065462814014434,0.1320810648376421
35,-0.9088422789929734,0.12456763060793358
36,-0.9138374970830214,0.10996704257290668
37,-0.91855834686409,0.09231097383756443
38,-0.921590055743496,0.08593525896882959
39,-0.9235439839125386,0.08391246323476076
40,-0.9256546763777683,0.07968536322907518
41,-0.9287126313035057,0.07224165753379172
42,-0.9310228921866822,0.06914051140511208
43,-0.9364808576505298,0.04926093442613439
44,-0.9378442308788962,0.04979702599160389
45,-0.9390955547720559,0.04855156446072528
46,-0.9407003414321272,0.04749698239502095
47,-0.9424414821336594,0.04662471460557137
48,-0.9449602183876057,0.03908742654400245
49,-0.9474023726210774,0.03584149511236311
50,-0.9504772180263531,0.03175425231778697
51,-0.950762375848247,0.03201274808277879
52,-0.9513745571928997,0.03230986919944543
53,-0.9522787973930699,0.032067265343122035
54,-0.9546857297649528,0.028793574306655547
55,-0.9547979249859172,0.028438341827061977
56,-0.9554537437918725,0.02866910280979542
57,-0.9557275033086108,0.028991739177115165
58,-0.9559862619277979,0.029163186978381637
59,-0.9560340186376005,0.0292308796625172
60,-0.9566320211992586,0.029248417743292437
61,-0.9580243000672535,0.027396058136066263
62,-0.9583984985852649,0.02763152307413088
63,-0.958607515751945,0.02776766516586002
64,-0.9590586845240396,0.027787772540026085
65,-0.9592008028552337,0.027927910709986722
66,-0.9592805278881283,0.027935045908978173
67,-0.9602197584535846,0.028103663045975356
68,-0.9607103021866956,0.028358963370820976
69,-0.9613939484865024,0.02857408330703201
70,-0.9620214253685997,0.028410407056825376
71,-0.9622082390967536,0.028598631972079288
72,-0.9625038023216712,0.02879872306329882
73,-0.9626869956009062,0.028815569659308836
74,-0.9627747297593209,0.028861032926923456
75,-0.9628082636499095,0.028873818653385813
76,-0.962834535130544,0.028880822179534506
77,-0.9634450769241012,0.029237776315108672
78,-0.9643322225264674,0.02946097614770375
79,-0.9645166461261355,0.029469521113573344
80,-0.9648331372296474,0.029531118120232246
81,-0.965105509211234,0.029713347111664578
82,-0.9651414472282638,0.029733400528656657
83,-0.9654014703680482,0.02997359709712365
84,-0.9660199284720424,0.030193289844215702
85,-0.9663980524192626,0.030444610341016504
86,-0.9668055143093548,0.030220742589053422
87,-0.9671050988748209,0.030409415181995345
88,-0.967584404053107,0.03051516033821651
89,-0.9678062743354507,0.03038317599785912
90,-0.9678833015548735,0.03043627634291363
91,-0.9680071375422371,0.030335405484501834
92,-0.9680071375422371,0.030335405484501834
93,-0.9680083066184908,0.030336588022885826
