Execution,BestFitness,BestSolution
1,-0.9999999148316387,[-1.197482364718842e-06, -4.845655928488594e-05]
2,-0.9999999929040075,[-1.3981242631072101e-05, 5.257059249883585e-07]
3,-0.9994807795690048,[0.003783846576337818, 9.123714096483798e-05]
4,-0.9999999793500542,[-2.3826437333438274e-05, 1.3980572281209737e-06]
5,-0.9999992067510807,[9.768648364151027e-06, 0.0001476052442959391]
6,-0.999999968912656,[1.8853169591338749e-10, 2.928449959144238e-05]
7,-0.9999999669495288,[7.031440169999462e-08, 3.019490358484531e-05]
8,-0.9362453278079415,[-0.2974979810359506, 0.42675424140772134]
9,-0.9999999999999465,[-3.837983155380848e-08, 6.956338589185489e-10]
10,-0.9999999997795748,[7.242598377609533e-10, -2.4659073400846587e-06]
11,-0.999999980228502,[-3.551491150684302e-06, -2.308262435392853e-05]
12,-0.9999954431036627,[0.0003289686636855811, 0.00013223953929621408]
13,-0.9999999992849105,[4.36498740707277e-06, -8.206681445254468e-07]
14,-0.9999999976385303,[-6.650512870453838e-07, -8.043736342686987e-06]
15,-0.9999999992451427,[-4.553161177900545e-06, 3.0393210999317416e-07]
16,-0.9999999701691897,[8.206022150632612e-06, 2.7487817580960103e-05]
17,-0.9999995578513202,[4.947311148442644e-09, 0.00011044096497306386]
18,-0.9999999965524916,[-1.0652322184018978e-09, 9.752111548877154e-06]
19,-0.999999978072818,[2.459446651888338e-05, -3.801558973642663e-10]
20,-0.9999982240450946,[1.80010753846134e-08, -0.0002213411130755879]
21,-0.9999999999910244,[4.975950633391411e-07, -1.101493127150092e-09]
22,-0.9999999999999998,[-2.7375712465692495e-09, 1.783207473044019e-10]
23,-0.9999999999999984,[5.516462041556415e-10, 6.648093583578127e-09]
24,-0.9999999985337289,[-5.894854544078994e-06, 2.387373307982389e-06]
25,-0.9362453278011986,[-0.3791270132675971, 0.35621257622052943]
26,-0.9999999999999997,[3.026828188513757e-09, -2.756785651804047e-10]
27,-0.9999978906931217,[-9.069659780236987e-11, 0.0002412215105422836]
28,-0.9999997951246421,[-3.7652129758132676e-05, 6.506958988218244e-05]
29,-0.9362452895744827,[-0.3065733571511816, 0.4203236149817616]
30,-0.9999999999999912,[-1.561053594801186e-08, 6.977370769778968e-10]
31,-0.9999999999559593,[-1.102210722762004e-06, -6.74610950606682e-09]
32,-0.9999999999999996,[-3.5068307741852137e-09, 1.3894155616149593e-09]
33,-0.9999999998561862,[1.988224744323669e-06, 1.1932407923536744e-07]
34,-0.999999712605017,[4.525642099410674e-05, -7.668112275011387e-05]
35,-0.9999999545976882,[-3.539036010321164e-05, -3.545218319169975e-10]
36,-0.9999993965282824,[0.00012902518758114718, 4.2691648446756816e-10]
