Generation,Value,StdDev
0,-0.5767412634016326,0.191183178149388
1,-0.4958926809927082,0.2756887584921908
2,-0.4907321934226616,0.2705884754549769
3,-0.5281332645695934,0.27407483449888476
4,-0.49256425616753063,0.2877864878510705
5,-0.475696954349023,0.2851708653884999
6,-0.4789092874882748,0.2913630742259171
7,-0.48879837848802354,0.2829166660941747
8,-0.4874697253749947,0.284444644851063
9,-0.5119797113132817,0.2650519398947579
10,-0.5528763245208584,0.2877197231926354
11,-0.4933722788804255,0.28396646890753
12,-0.5328424609813838,0.2742006816651591
13,-0.5254554737939344,0.26491857266946467
14,-0.5364208439572685,0.2711764535166765
15,-0.49879665170951365,0.25334361031759967
16,-0.48631152142269074,0.2585440234899352
17,-0.527974039047751,0.2769474621536789
18,-0.5226842534908918,0.27299887044731314
19,-0.5275302702447332,0.266390605692498
20,-0.5331323056823447,0.2753343619471456
21,-0.4868309228212127,0.29593234230543153
22,-0.47466781412720216,0.28958464800921496
23,-0.4932572125813811,0.2911730208241988
24,-0.49514860400498284,0.2624539635150768
25,-0.5165676732959293,0.2761199903533069
26,-0.5534775641394678,0.2813668221446121
27,-0.5095436622656443,0.27053049195528733
28,-0.564140263445995,0.2782521910193529
29,-0.548486174102713,0.2973251136794628
30,-0.5197677141780678,0.2875388541399278
31,-0.5173173783095811,0.2635718444952689
32,-0.5269374279918481,0.2961753746395654
33,-0.4969818136329012,0.284960843112846
34,-0.5084706655917229,0.26838915427190146
35,-0.5747854745625045,0.2611170212227301
36,-0.5818934422902069,0.2590557917579162
37,-0.5734632721920518,0.2662987564372242
38,-0.572661488192154,0.25601019507872713
39,-0.5619175234579747,0.26291328682031234
40,-0.5237535731947278,0.28302542128465674
41,-0.5119253339433519,0.27236157934814204
42,-0.49891355926471737,0.2761304329544423
43,-0.5351966575563398,0.2735366999571477
44,-0.5483784592615994,0.2700944327770024
45,-0.4980497822415873,0.25732868171643536
46,-0.5116996244910501,0.26659699507948537
47,-0.5389801287402868,0.26361239892498645
48,-0.5326443694815631,0.26843886101171777
49,-0.5393554617758334,0.28969948668365814
50,-0.5300738286026254,0.28505883551559547
51,-0.5010303140656608,0.28400250434629165
52,-0.47498686262992196,0.2893290585363798
53,-0.4936971317127826,0.3066277000410478
54,-0.5094382147856549,0.280874761668079
55,-0.505223554073722,0.27646300733107876
56,-0.5424966455387263,0.2816145034363191
57,-0.5018472073962279,0.27536243570261437
58,-0.4968179104284245,0.25200766866829766
59,-0.5267878134437868,0.25905043417227913
60,-0.5918493006815305,0.2711510214321852
61,-0.5714314280655819,0.28043202030245173
62,-0.5815719207562986,0.2910204754434082
63,-0.537487510830923,0.2681288058695602
64,-0.5269813293673954,0.27869907431887864
65,-0.5159940404401053,0.2669480574396286
66,-0.5508661560358344,0.2808992016277768
67,-0.575421511656785,0.28352502337681484
68,-0.5351194813579615,0.2771203676604771
69,-0.5398008845030815,0.27679368589670994
70,-0.5051502405047652,0.2996544397333739
71,-0.5345436457598036,0.2844751295648378
72,-0.5196710084065725,0.28402773029522965
73,-0.5184621957182849,0.28189379400931003
74,-0.49360138114993535,0.2864841648277978
75,-0.4983009099815295,0.2815294513095155
76,-0.5178627806984764,0.2772247805106177
77,-0.514840196797657,0.2956158013746603
78,-0.48209231044912726,0.2773093562419318
79,-0.48331357276341036,0.2801722085993424
80,-0.4990549435970592,0.2716379846321995
81,-0.47312685950368083,0.2662861113543715
82,-0.5369702130433379,0.2706351694530079
83,-0.5339982506843355,0.289308379369381
84,-0.5073683119128922,0.28158131657730123
85,-0.503087725778044,0.2986867495370004
86,-0.538372673266175,0.2779906885163206
87,-0.5451401168363044,0.2831857650545445
88,-0.5649308948285349,0.3008775311699878
89,-0.5242985459881488,0.28603609605808367
90,-0.5336995645278021,0.2906859493999195
91,-0.5339974914481401,0.2734504230702924
92,-0.5437086020441724,0.2706932398088126
93,-0.5742880974980678,0.26734108056943323
94,-0.5613999653439111,0.2829736596679511
95,-0.5196870823859067,0.2867938388746133
96,-0.5342229540495161,0.2543532131050444
97,-0.5132243386143241,0.27813649451395017
98,-0.5323015140122898,0.26944688984622633
99,-0.50156600143021,0.2948219572519609
