Generation,Value,StdDev
0,-0.047794184763850514,0.059334473811496403
1,-0.8991812388960831,0.05678992210970002
2,-0.9397881212583951,0.014228323440011617
3,-0.9453743003698899,0.018211317447811414
4,-0.9491278461471765,0.020107175809380533
5,-0.9517552121141428,0.02183135473601502
6,-0.9557490494720514,0.023173926757181905
7,-0.9609846771982933,0.025524209898232026
8,-0.9627070168211186,0.026416586566213096
9,-0.9645959700670006,0.027448149433128816
10,-0.9669418204445774,0.027846870602016637
11,-0.9680477914109324,0.02787774885476777
12,-0.9701577275236957,0.028098575452036454
13,-0.9718459471538319,0.028412695010275237
14,-0.9727012908683881,0.028739089992951935
15,-0.9753326932285702,0.02812933395389969
16,-0.9770279071611044,0.027515554391077942
17,-0.9796574897822969,0.026340755229616503
18,-0.9803188388146805,0.02644533877196525
19,-0.981319353093481,0.026550149911402452
20,-0.9819277235346979,0.026401876019158596
21,-0.9823120907446727,0.026422339964933615
22,-0.9825161861125664,0.026403930236918914
23,-0.9832980848794282,0.02608831669216967
24,-0.9835453204496801,0.02621022557232361
25,-0.9837866452810684,0.026268437410774306
26,-0.9841450833879384,0.02628312206438691
27,-0.9842249022738508,0.026325750419004597
28,-0.9850087795159657,0.025647316099481534
29,-0.9851375234612996,0.025697408177559965
30,-0.9851835676725988,0.02570793773600968
31,-0.9855303466874302,0.025532804690900288
32,-0.9857758452318102,0.025601495782435067
33,-0.9858387890548782,0.02562887037645151
34,-0.9866119919917415,0.0252134852087676
35,-0.9866512585048284,0.025226355078518455
36,-0.9871214402240988,0.0247818658701775
37,-0.9881500595277442,0.023745743846533975
38,-0.9882184635238308,0.023771976014388317
39,-0.9883331361030698,0.023757100752763362
40,-0.9888078224562604,0.02322799389734566
41,-0.9893480444726995,0.022784222619433348
42,-0.989383666789259,0.02279946834983715
43,-0.9896998608549549,0.022719700672133403
44,-0.9906041913306787,0.021437597975295212
45,-0.9913793197252636,0.020729443322160656
46,-0.9916226193174243,0.020608862914065777
47,-0.992017705122897,0.020113142778457025
48,-0.9921779214935782,0.020140011038838668
49,-0.9926133931876742,0.01945367095092713
50,-0.9930631470847531,0.01862410072220581
51,-0.9936448135434407,0.017739074003989202
52,-0.9939268261150896,0.017066525230390827
53,-0.9943094287114077,0.016730577378915243
54,-0.9944813840506744,0.01655994152819747
55,-0.9949664562907315,0.015740918597169463
56,-0.9956486799319666,0.014556885249203688
57,-0.9959248271734427,0.013943462321357304
58,-0.9967511262669332,0.012044162244869623
59,-0.9967617047749231,0.012045933021681072
60,-0.9973939475788446,0.011047457105022683
61,-0.9983170411533319,0.007806727860737753
62,-0.9983775580674518,0.007712143714596717
63,-0.9984901207453926,0.007569552691350508
64,-0.9985910513374898,0.007524234975332925
65,-0.9986112941705653,0.007461425503818375
66,-0.9987991840017891,0.006713752627670812
67,-0.9988564272620408,0.006706711271771559
68,-0.9988745040760955,0.006670661595740793
69,-0.9990560064259683,0.006385048590743221
70,-0.9990668268015728,0.006385693583978135
71,-0.9991215537423572,0.006354569763744817
72,-0.9991252997973485,0.006354735051770961
73,-0.9991863412321185,0.006343063242325872
74,-0.9991875205060501,0.006343188163338041
75,-0.9991922458470357,0.00634363703338135
76,-0.9992059451019694,0.006341753638122884
77,-0.9992088695815414,0.00634199748030194
78,-0.999229167185952,0.006336795712815103
79,-0.9992485714736198,0.006336479317411505
80,-0.9992535909413793,0.006336945445983422
81,-0.9992751074996536,0.00633664931401798
82,-0.9992794790579201,0.0063365615663724135
83,-0.9998851141720866,0.0003876909266764947
84,-0.9998864696346942,0.00038778655762609584
85,-0.9998868046675901,0.00038761147630705337
86,-0.9998987474964107,0.0003836593618020657
87,-0.9999208499682544,0.00023276830189691893
88,-0.9999208499682544,0.00023276830189691893
89,-0.9999214016462158,0.00023254325298607568
90,-0.999922554558542,0.00023198077972362498
91,-0.9999245058085761,0.0002318395073960487
92,-0.9999311973493284,0.00022272958058076767
93,-0.9999347533676662,0.00022097199004316996
94,-0.9999349323538173,0.00022089709007242926
95,-0.9999361746909647,0.0002210135114751727
96,-0.9999366834096627,0.0002209760932263941
97,-0.9999380514030339,0.00022102491338775874
98,-0.9999380514030339,0.00022102491338775874
99,-0.9999403195933019,0.0002205171011132218
