Execution,BestFitness,BestSolution
1,-0.9999999999851001,[6.33154957746869e-07, -1.0071528849360392e-07]
2,-0.9362453240200034,[-0.5169903279713823, 0.05774281091855092]
3,-0.9999843820544059,[-0.00011992382144577823, 0.0006453374420010548]
4,-0.9362453278079418,[0.197441456426723, -0.4812910742432603]
5,-0.9362453278079418,[0.4962858130082396, 0.15596351982386325]
6,-0.9362453278079418,[-0.2467332482121549, 0.4579813680283323]
7,-0.999999822220982,[1.720860014477508e-06, -7.000919725519156e-05]
8,-0.9999999999904188,[4.947734575123527e-07, -1.3967155140059896e-07]
9,-0.9999999959671694,[2.4137429402183843e-06, 1.0267635821775982e-05]
10,-0.9999999941576443,[8.195828227040928e-10, 1.2695212918356775e-05]
11,-0.9362453082714384,[0.32144208880649733, 0.4090527898683405]
12,-0.9999999999994313,[1.206147798110134e-07, -3.3710686500185504e-08]
13,-0.9999953505184364,[-1.5547362132826715e-07, -0.000358136477299052]
14,-0.9362453277439331,[-0.5008585388512637, 0.14058279521729686]
15,-0.9999999998949758,[-1.7021222491184685e-06, -3.921811101821501e-10]
16,-0.9362453264356257,[0.3629144463020659, 0.3727250342314963]
17,-0.9999999999408902,[9.334487172195544e-10, 1.27695579114648e-06]
18,-0.9999999994265192,[-3.977456651218852e-06, 7.293206671946116e-10]
19,-0.9362453278077288,[-0.5021102766527306, -0.13604991803265717]
20,-0.9362453273416621,[0.3942377236897152, 0.33941818308880567]
21,-0.936245194268946,[-0.17942907315950662, 0.4882255100262992]
22,-0.9362453278079418,[-0.12183224553020336, 0.5057480919791941]
23,-0.9362453278079418,[-0.4350468610885764, -0.28523403558880034]
24,-0.9999999986689407,[8.00712988638435e-10, 6.05961025213593e-06]
25,-0.9362453278079418,[0.401466530352537, 0.33083054909717086]
26,-0.9999925331650281,[-4.283344970308835e-09, 0.0004538525868762964]
27,-1.0,[5.110254744307705e-10, 1.401576822006087e-09]
28,-0.9999999881347277,[3.309931100896075e-08, -1.8091897766764982e-05]
29,-0.9362453277975661,[0.4836026670136071, -0.19170840523867838]
30,-0.9997941630140471,[9.75859301156181e-07, 0.0023829924625387647]
31,-0.9992480350930325,[-0.0038510404553576015, 0.00243281414778594]
32,-0.9999737238271208,[-0.0008512795838552813, 1.3762435406132733e-05]
33,-0.9999925162516117,[-0.0004543663169562784, -3.6650187793054365e-10]
34,-0.9999999914441086,[-1.38978166077524e-06, 1.5300101303683533e-05]
35,-1.0,[6.765970650117379e-10, 7.617016592723016e-10]
36,-0.999999999999938,[3.383349438149724e-10, -4.1343328419451536e-08]
37,-1.0,[-1.3563589244828249e-09, 1.278587553943823e-10]
38,-0.9999999960119821,[-3.1469327991191017e-07, -1.0484047639054e-05]
39,-0.9999999999999143,[-4.858678846151282e-08, -9.285626727234207e-10]
40,-0.9362453278079195,[-0.4896863991201026, -0.17558896558296055]
41,-0.9999999984934471,[4.684508950104762e-08, -6.446540947543272e-06]
42,-0.999999810544751,[-8.047438184137262e-06, -7.184421180669878e-05]
43,-0.9362453278064553,[0.4820281606335881, -0.19563562530169992]
44,-0.9999889595300417,[-3.437415837139122e-08, 0.0005518748191008325]
45,-0.9362453278079418,[0.13161080281100557, -0.5032919874771891]
46,-0.9999945565944544,[-0.00038750838953404874, -6.587908104071978e-07]
47,-0.9999999992227935,[-5.086232201927352e-09, -4.630351527970096e-06]
48,-0.9997882995364624,[-0.0022025876020216905, 0.0009945027212269102]
49,-0.9999482943325029,[5.740958930696577e-06, 0.0011943010666398551]
50,-0.9999999998503473,[8.019399787911001e-10, -2.0318349422193414e-06]
51,-0.9362453211534021,[-0.5172592571935073, -0.05551273462756671]
52,-0.9999999695803445,[-2.89413067216027e-05, -1.250473689576692e-06]
53,-0.9999938738890143,[2.8640395476753067e-09, 0.0004110918542211848]
54,-0.9362453278079418,[0.17604031402600245, 0.48952429473088654]
55,-0.9362448517311411,[0.4816779594951994, 0.19680920721848558]
56,-0.9999999901397743,[2.4772267354834537e-08, -1.6492592639370118e-05]
57,-0.999999447681811,[-0.0001234356782183534, 4.627860217618648e-10]
58,-0.9999999999973537,[1.0064962317123453e-09, 2.7019318081285465e-07]
59,-0.9362453278077617,[0.48607409458750994, 0.1853540570212226]
60,-0.9999999999560987,[1.1004846904933239e-06, -3.763079122473686e-11]
61,-0.9999975255522822,[3.559386122185018e-05, 0.00025883152905952335]
62,-0.999999998791571,[-5.773731293004967e-06, -5.031363909329748e-10]
63,-0.9999302170200903,[-0.0013731322869979384, 0.00019899883215676904]
64,-0.9362453277541812,[0.4945772253670835, -0.16129564724108847]
65,-0.999999999262245,[4.511303965406486e-06, 2.3890247218581703e-12]
66,-0.9999999999844484,[6.549411402279747e-07, 7.714797137162684e-09]
67,-0.9999945902506819,[-0.0003863091118869904, 7.068742516469448e-08]
68,-0.9999953989634806,[0.0003556399772467467, -2.1108007064137132e-05]
69,-0.9362453278079417,[0.46719318783629116, -0.22881160731250832]
70,-0.9999999999980025,[2.3050057635606928e-07, -4.442821863077514e-08]
71,-0.936245327037149,[-0.37930084564036814, 0.35603378578346334]
72,-0.998990443358677,[0.0017557652137710615, 0.004977606761254243]
73,-0.999996475593636,[2.255849713924654e-06, 0.0003118012657190224]
74,-0.9999816248870452,[-8.435314441765574e-05, 0.0007069563926521767]
75,-0.936245327802122,[0.33456592693133713, 0.3983584280600747]
76,-1.0,[1.3739505183450747e-09, 5.042627479408422e-10]
77,-0.9999993125565984,[2.13482460365141e-05, 0.00013604489212618032]
78,-0.9362448942543702,[0.381382406668376, 0.35396234956263417]
