Execution,BestFitness,BestSolution
1,-0.9362446640354835,[0.4687518808712047, 0.2252783987197159]
2,-0.9362439035389128,[0.39820893946098146, 0.3344259019582353]
3,-0.9362408848387667,[0.4181885577455794, 0.31003112563256274]
4,-0.9362453126210523,[0.34437282084701737, 0.3898840470882823]
5,-0.9362426002819925,[0.2634192973253068, 0.4482627688690862]
6,-0.9959729011360953,[0.008297506258748588, 0.006511087370597801]
7,-0.9998520360071711,[0.001987306460580651, 0.000364116853861729]
8,-0.9999283812205289,[0.0010554144545020794, 0.0009283524612176963]
9,-0.9362453269153195,[0.4963666717356999, 0.1556888463147028]
10,-0.9968221350607521,[0.009354618210560939, 0.0005000246671746922]
11,-0.999875805233685,[0.0018499029324861027, 6.37533278896596e-05]
12,-0.9362452544295642,[0.1564257708095259, 0.49609153350928725]
13,-0.9994071962581125,[0.003708325257852363, 0.0016139347384160896]
14,-0.9999634104779066,[0.0001695494763014338, 0.0009902683970887116]
15,-0.9952483999126868,[0.01142068413764219, 0.0009253012697953977]
16,-0.9999503891852585,[0.0008658058452911677, 0.000786751058352686]
17,-0.9974343081772951,[0.0011440757258727174, 0.008338454985234]
18,-0.9994821816901929,[0.003584188271244848, 0.0012003003337404117]
19,-0.9998830459112122,[0.001691493541176703, 0.0006043971784179814]
20,-0.9362453087250451,[0.10700784673705965, 0.5091151445970342]
21,-0.9999022607548123,[0.001569293838864616, 0.00048338426214522556]
22,-0.9362453237144802,[0.517686022538016, 0.051350181480125046]
23,-0.9996104644051624,[0.0030235745126568903, 0.0012669695942352233]
24,-0.9362446327616667,[0.41374756545319225, 0.31510037461788]
25,-0.9694436842708672,[0.00513173883303486, 0.02872955720045489]
26,-0.9998541275068662,[0.0010447547973387872, 0.0017125283152764625]
27,-0.9362359176807594,[0.29587750399402857, 0.42723873424951786]
28,-0.999906789669534,[0.0008007888431137422, 0.0013892937557776763]
29,-0.9981803950368732,[0.003086834631677693, 0.006379509217011359]
30,-0.9993005694249818,[0.0008645617019339413, 0.0043071685557575234]
31,-0.9362432309097258,[0.4903060168659322, 0.1731056836534357]
32,-0.9361961269711294,[0.4724450224880393, 0.2206234203578481]
33,-0.9999283998741404,[0.0013992919155113581, 0.00013116970339044354]
34,-0.9999666560730336,[0.0006923327295537129, 0.0006637154167355996]
35,-0.9998867029900822,[0.0015596263662660537, 0.0008325378159448338]
36,-0.9991015396559012,[0.0004803057901077157, 0.004955996089593295]
37,-0.9822355108807658,[0.006854226106938088, 0.02111929313974792]
38,-0.999558625903762,[0.0033676865178146054, 0.0009145101896557151]
39,-0.9961789545251399,[0.005791366496008421, 0.00848549885205585]
40,-0.9362451339077913,[0.14731790597234296, 0.4988416513388243]
41,-0.9362447501262524,[0.5145316127714183, 0.07580017893125146]
42,-0.9362453079849673,[0.30613729508626375, 0.4206296950404629]
43,-0.9380352746727119,[0.011193404495107862, 0.04025988856932816]
44,-0.9998624940593345,[0.0019459608363452396, 8.172415756624307e-05]
45,-0.9362435511195232,[0.4616376740426068, 0.23932569499982326]
46,-0.9999894954253431,[4.4181192745407216e-05, 0.0005364982887046121]
47,-0.996941839993792,[0.009153473038147175, 0.0008146800677686361]
48,-0.9979591761401033,[0.007129054469834473, 0.0023481435632703995]
49,-0.9362451553140798,[0.48051444957599143, -0.19913787033307528]
50,-0.9362453225145188,[0.4868289715687345, 0.1833269786391719]
51,-0.9362453271224656,[0.04810484931105119, 0.5179911476255651]
52,-0.999542120967292,[3.454685961745696e-05, 0.0035541375821082077]
53,-0.9362450367250635,[0.49686013319331956, 0.15381108282179645]
54,-0.9362451220841898,[0.48116730819116615, 0.19753788800523087]
55,-0.9996575952112214,[0.0023395557662970745, 0.0019932922328704805]
56,-0.93624531305445,[0.4426987480192236, 0.2731672470286737]
57,-0.9362448460764907,[0.4315961288516724, 0.290642447705448]
58,-0.9362437097440348,[0.18989838026550288, 0.48408223518359683]
59,-0.9362448437250992,[0.30628011198257354, 0.4206436094914139]
60,-0.9998009119169988,[0.0006437611926386477, 0.002253447051677404]
61,-0.9996236244245333,[0.0030641209418371673, 0.000997621805339688]
62,-0.996913170583186,[0.0025221191783224572, 0.008881509031656853]
63,-0.9997738552913141,[0.00026689782985966914, 0.002483488244315435]
64,-0.9362449463496337,[0.48647328508973176, 0.18460317498221046]
65,-0.9999976462393211,[0.00024691347976690814, 6.296915023296101e-05]
66,-0.9362453180998532,[0.22102686399477878, 0.47094474998816893]
67,-0.9362439902607687,[0.3090722335118683, 0.4182008951555104]
68,-0.9362296674211936,[0.4470818979086909, 0.26464208787438726]
69,-0.9362447457415619,[0.5130236332107927, 0.08540892916163323]
70,-0.9975778937824018,[0.0006744094980399851, 0.008149618756296606]
71,-0.9994260022984915,[0.0025970866985915997, 0.0030153957695282507]
72,-0.9996928431546118,[0.0010715542756072338, 0.002706646898297027]
73,-0.9997887384664708,[0.00026011561656935633, 0.002400136983553902]
74,-0.9993867614150991,[0.0014025516012874384, 0.003866944359353308]
75,-0.9997489114385539,[0.002129460625396873, 0.001546790962864697]
76,-0.9362432047537829,[0.23791030841509442, 0.4629074540683461]
77,-0.999757799257365,[0.002516941125936145, 0.0005890249526387947]
78,-0.9992418166312557,[0.0025923598971836492, 0.003768341572575884]
79,-0.9999747046648794,[0.00042163192365807234, 0.0007211343798216863]
80,-0.9362450788590042,[0.5026753791254635, 0.13427898163846375]
81,-0.9362450799832536,[0.47657072372243725, 0.2083641902655211]
82,-0.9997446449866786,[0.0023720606677936074, 0.001190885494522842]
