Generation,Value,StdDev
0,-0.16091432460407865,0.16657594827734207
1,-0.29543335182497676,0.24909164864155325
2,-0.3871343812084154,0.2867155903133692
3,-0.4767807153728,0.3173004074633158
4,-0.538303914858312,0.32668038135658345
5,-0.5921295657527866,0.33024725910001534
6,-0.6408892494646081,0.3203958031668741
7,-0.6735272073345396,0.3105999931438085
8,-0.7168515878944368,0.2970961698796755
9,-0.7584119035095084,0.2868492089685996
10,-0.7943659733320012,0.26448245772638573
11,-0.8251766267207701,0.25193862834900005
12,-0.8517175339995359,0.23291193729661014
13,-0.8716247032710371,0.21994076928364112
14,-0.8829282433380548,0.20899289195015014
15,-0.8949400138916022,0.19382522334443508
16,-0.9043041275815963,0.18545129360793974
17,-0.9129264066159593,0.17601169865479196
18,-0.9175750686293108,0.17192456020427585
19,-0.9226955067553544,0.16255008118932257
20,-0.9263639319526241,0.1572165692462361
21,-0.9282852424299562,0.15394615986183702
22,-0.9329463966853712,0.14572109634867614
23,-0.9352872028328184,0.14044252713177863
24,-0.9387204303790218,0.13402904893379136
25,-0.9413486236290776,0.1294888065615439
26,-0.9443187177968717,0.12425530071442199
27,-0.9451747709879084,0.12319998855186745
28,-0.9473303680934686,0.11916918449403498
29,-0.9494302875250469,0.11600302079718823
30,-0.9507681969482802,0.1104246863675038
31,-0.9536835910738927,0.10124484171873542
32,-0.9547847336235213,0.09661250110507318
33,-0.9572359993796604,0.09013530343932921
34,-0.9587856717131862,0.08171123178182887
35,-0.9608437466722505,0.07986770201957322
36,-0.9616713332745759,0.07444198848196133
37,-0.9625337094992262,0.06711190020646131
38,-0.9641179456603594,0.05826921767392967
39,-0.9659264814430304,0.050088008239260774
40,-0.9664548308008559,0.04662534171328356
41,-0.9682340997694316,0.036016170671337645
42,-0.970029419871442,0.034976085323916294
43,-0.9717654870086235,0.03050231441307736
44,-0.9718270078130423,0.03055529228295124
45,-0.9724162048765873,0.030554747213818786
46,-0.9726769868816437,0.030679827903646758
47,-0.9737716017113914,0.030325210644920702
48,-0.9737806406570421,0.030332912359522343
49,-0.9740906442332884,0.030241566986892815
50,-0.9744258979524019,0.030385840017590805
51,-0.9749252568293977,0.030308785227750948
52,-0.9752189890258223,0.030245228913534837
53,-0.9752709538689356,0.03027101375050512
54,-0.9753396540117489,0.030318761766055236
55,-0.9756307869923708,0.03035783924608358
56,-0.9757307844303554,0.030418297604497786
57,-0.9760336710935078,0.030513709929734227
58,-0.976096330089759,0.03049185518277543
59,-0.9761145257749281,0.03050560357303032
60,-0.976817269439191,0.030372395580118977
61,-0.9768191820122525,0.03037384896739495
62,-0.9768651342655055,0.030403352311260793
63,-0.9768664285344257,0.030404331408835767
64,-0.9773675124381367,0.029994763104379728
65,-0.9773728936557403,0.029998784438534605
66,-0.9778445907591837,0.030008444178607617
67,-0.9778635350528622,0.030021557674629683
68,-0.9778643808438559,0.030022145626538356
69,-0.9786390228358027,0.02972716125261027
70,-0.9793075030011074,0.029346503673186905
71,-0.9794262812020483,0.02940317029930083
72,-0.9794607527444568,0.029373375961795303
73,-0.9794608963248557,0.029373472103290145
74,-0.9802263674597647,0.02892087939878733
75,-0.98062738210693,0.028781649117612704
76,-0.9811148688848407,0.028440334207688555
77,-0.9811348364079113,0.028451890975345874
78,-0.9815475428594196,0.02816155386922165
79,-0.9820187145388634,0.02809995086269242
80,-0.9821047105252315,0.028139805017940243
81,-0.9821979801967535,0.028162616200532207
82,-0.9822191895394188,0.028174017307510103
83,-0.9824471024085271,0.027894344979764445
84,-0.9827512281238566,0.02787596518858464
85,-0.9827612519969752,0.027881658262751675
86,-0.983425662082868,0.027550291183573467
87,-0.9837338317700531,0.027449014831483022
88,-0.9842745707588189,0.027047670624003824
89,-0.9842745834633823,0.02704764806354371
90,-0.9843761469288534,0.02708443979529312
91,-0.9848581023539303,0.026651943905580112
92,-0.9850140337742914,0.0264135186284454
93,-0.9851189658911115,0.026432851360811947
94,-0.9851704846435875,0.026452825152993603
95,-0.9857242629876174,0.026010314283465
96,-0.9857646980249593,0.026011724227750582
97,-0.9862066139847175,0.025836010385471384
98,-0.9862073237886253,0.02583638268532171
99,-0.9862434845287011,0.02584684059559909
